Brand Name,Generic Name,Number of Manufacturers,Total Spending,Total Dosage Units,Total Claims,"Total 
Beneficiaries",Average Spending Per Dosage Unit (Weighted),"Average 
Spending Per Claim","Average 
Spending Per Beneficiary","Outlier 
Flag",Change in Average Spending Per Dosage Unit (2017-2018)
Erythromycin-Benzoyl Peroxide,Erythromycin/Benzoyl Peroxide,3,"$3,342,795.90","713,981","16,408","6,286",$4.69,$203.73,$531.78,0,-1.77%
Esbriet,Pirfenidone,2,"$571,407,727.59","13,677,156","63,255","9,481",$51.10,"$9,033.40","$60,268.72",0,40.64%
Escitalopram Oxalate,Escitalopram Oxalate,23,"$144,828,420.66","463,145,264","9,606,383","1,859,659",$0.32,$15.08,$77.88,0,13.89%
Esgic,Butalb/Acetaminophen/Caffeine,1,"$299,223.23","70,905",830,280,$4.21,$360.51,"$1,068.65",0,8.12%
Esomeprazole Magnesium,Esomeprazole Magnesium,13,"$506,138,795.93","197,142,621","3,589,937","789,248",$2.62,$140.99,$641.29,0,-20.29%
Esomeprazole Sodium,Esomeprazole Sodium,4,"$108,661.96","2,979",269,22,$37.62,$403.95,"$4,939.18",0,0.73%
Esomeprazole Strontium,Esomeprazole Strontium,1,"$83,133.99","10,540",232,93,$7.89,$358.34,$893.91,0, 
Estarylla,Norgestimate-Ethinyl Estradiol,2,"$151,129.77","290,174","6,121","2,540",$0.52,$24.69,$59.50,0,5.59%
Estazolam,Estazolam,3,"$2,330,111.65","2,489,462","77,667","15,142",$0.94,$30.00,$153.88,0,25.48%
Estrace*,Estradiol,1,"$85,964,139.48","13,449,867","304,355","173,897",$6.39,$282.45,$494.34,1,-5.28%
Estradiol Valerate,Estradiol Valerate,1,"$425,278.75","13,782","2,531","1,463",$30.70,$168.03,$290.69,0,16.82%
Estradiol*,Estradiol,11,"$170,855,869.40","118,004,099","2,454,790","712,027",$3.17,$69.60,$239.96,0,15.95%
Estradiol-Norethindrone Acetat,Estradiol/Norethindrone Acet,2,"$4,656,108.04","1,708,768","36,176","8,322",$2.73,$128.71,$559.49,0,4.88%
Estring,Estradiol,1,"$38,719,555.24","88,814","88,691","32,574",$435.96,$436.57,"$1,188.66",0,10.76%
Estropipate,Estropipate,1,"$1,056,446.82","1,601,069","29,018","8,303",$0.67,$36.41,$127.24,0,9.51%
Estrostep Fe,Norethindrone-E.Estradiol-Iron,1,"$5,498.03",784,26, ,$7.01,$211.46, ,1,10.33%
Eszopiclone,Eszopiclone,11,"$22,052,919.68","18,536,950","506,497","111,272",$1.19,$43.54,$198.19,0,27.40%
Ethacrynic Acid,Ethacrynic Acid,7,"$17,946,356.88","1,294,506","16,782","4,100",$13.88,"$1,069.38","$4,377.16",0,-17.47%
Ethambutol HCl,Ethambutol HCl,5,"$4,253,039.31","4,454,957","61,903","13,196",$0.96,$68.70,$322.30,0,-1.78%
Ethosuximide,Ethosuximide,6,"$2,386,535.06","2,682,795","15,401","1,983",$1.11,$154.96,"$1,203.50",0,-5.87%
Ethynodiol-Ethinyl Estradiol,Ethynodiol D-Ethinyl Estradiol,1,"$29,617.03","41,921",825,222,$0.71,$35.90,$133.41,0,0.17%
Etidronate Disodium,Etidronate Disodium,1,"$105,055.48","17,084",468,154,$6.11,$224.48,$682.18,0,33.56%
Etodolac,Etodolac,8,"$18,454,330.70","23,880,123","316,755","121,844",$0.77,$58.26,$151.46,0,-6.74%
Etodolac ER,Etodolac,4,"$4,286,164.65","2,195,565","36,321","12,818",$1.97,$118.01,$334.39,0,-2.59%
Etoposide*,Etoposide,4,"$16,739.11","12,886",343,101,$1.33,$48.80,$165.73,0,-0.37%
Eucrisa,Crisaborole,1,"$13,021,342.31","1,254,310","19,490","10,827",$10.38,$668.10,"$1,202.67",0,7.19%
Eurax,Crotamiton,1,"$35,930.68","5,486",48,38,$7.11,$748.56,$945.54,1,1.83%
Evamist,Estradiol,1,"$448,535.42","30,100","2,685","1,091",$14.90,$167.05,$411.12,0,7.11%
Evekeo,Amphetamine Sulfate,1,"$377,809.48","58,120",802,182,$6.50,$471.08,"$2,075.88",0,5.92%
Evista,Raloxifene HCl,1,"$2,726,906.31","425,027","7,502","1,679",$6.42,$363.49,"$1,624.13",0,1.68%
Evoclin,Clindamycin Phosphate,1,"$12,932.09","1,850",17, ,$6.99,$760.71, ,1,-10.49%
Evotaz,Atazanavir Sulfate/Cobicistat,1,"$30,813,127.11","566,022","18,378","2,290",$54.44,"$1,676.63","$13,455.51",0,-0.30%
Evoxac,Cevimeline HCl,1,"$1,455,028.24","211,039","1,546",329,$6.89,$941.16,"$4,422.58",0,3.46%
Evzio,Naloxone HCl,1,"$59,591,748.51","11,379","10,174","9,433","$5,236.54","$5,857.26","$6,317.37",0,2.45%
Exalgo,Hydromorphone HCl,1,"$3,158,767.50","105,111","2,218",349,$28.63,"$1,424.15","$9,050.91",0,-3.63%
Exelderm,Sulconazole Nitrate,1,"$240,582.28","22,530",496,312,$10.97,$485.04,$771.10,0,7.69%
Exelon,Rivastigmine,1,"$124,738,498.75","5,649,066","170,573","29,342",$22.08,$731.29,"$4,251.19",0,8.86%
Exelon,Rivastigmine Tartrate,1,"$1,855.36",356,11, ,$5.46,$168.67, , ,-1.73%
Exemestane,Exemestane,7,"$82,734,638.59","10,438,473","210,808","45,319",$7.94,$392.46,"$1,825.61",0,-11.99%
Exforge,Amlodipine Besylate/Valsartan,1,"$5,274,222.17","527,289","10,289","1,965",$10.04,$512.61,"$2,684.08",0,8.04%
Exforge HCT,Amlodipine/Valsartan/HCThiazid,1,"$1,222,700.25","122,003","2,499",594,$10.01,$489.28,"$2,058.42",0,6.80%
Exjade,Deferasirox,1,"$65,146,640.88","480,368","6,375","1,273",$137.14,"$10,219.08","$51,175.68",0,11.02%
Exondys 51,Eteplirsen,1,"$11,489,143.33","14,448",254, ,$773.91,"$45,232.85", ,0,-7.85%
Extavia,Interferon Beta-1b,1,"$17,234,819.87","46,388","3,117",464,$371.54,"$5,529.30","$37,144.01",0,6.05%
Extina,Ketoconazole,1,"$29,333.10","2,450",36,20,$11.97,$814.81,"$1,466.66",1,11.47%
Eylea,Aflibercept,1,"$16,572,290.29",431,"6,634","1,726","$38,477.57","$2,498.08","$9,601.56",0,0.35%
Ezetimibe,Ezetimibe,13,"$392,719,405.97","203,081,317","3,457,345","798,690",$1.93,$113.59,$491.70,0,-55.09%
Ezetimibe-Simvastatin,Ezetimibe/Simvastatin,7,"$71,838,531.41","18,492,939","285,994","70,539",$3.89,$251.19,"$1,018.42",0,-6.00%
Fabior,Tazarotene,1,"$116,948.32","12,050",185,101,$9.71,$632.15,"$1,157.90",0,9.57%
Fabrazyme,Agalsidase Beta,1,"$23,846,849.69","12,515","1,451",85,"$2,340.16","$16,434.77","$280,551.17",1,-32.54%
Falmina,Levonorgestrel-Ethin Estradiol,1,"$60,018.08","111,890","2,899",597,$0.54,$20.70,$100.53,0,18.85%
Famciclovir,Famciclovir,9,"$7,705,464.99","6,169,832","154,899","82,134",$1.34,$49.75,$93.82,0,-4.33%
Famotidine,"Famotidine In NaCl,Iso-Osm/PF",1,"$2,345.77","20,897",101,63,$0.11,$23.23,$37.23,0,-15.18%
Famotidine,Famotidine/PF,4,"$41,044.01","74,178","5,577","1,320",$0.55,$7.36,$31.09,0,3.45%
Famotidine*,Famotidine,20,"$57,587,766.40","345,721,200","5,321,760","1,361,434",$0.17,$10.82,$42.30,0,17.60%
Fanapt,Iloperidone,1,"$71,865,739.27","2,717,579","57,518","5,902",$26.08,"$1,249.45","$12,176.51",0,11.12%
Fareston,Toremifene Citrate,1,"$2,469,759.75","57,546","1,532",277,$42.92,"$1,612.11","$8,916.10",0,1.84%
Farxiga,Dapagliflozin Propanediol,1,"$356,573,700.23","23,136,260","503,347","115,286",$15.41,$708.41,"$3,092.95",0,8.51%
Farydak,Panobinostat Lactate,1,"$7,893,633.26","5,674",888,263,"$1,391.29","$8,889.23","$30,013.81",0,10.73%
Fasenra,Benralizumab,1,"$14,770,062.19","3,058","3,020",909,"$4,829.97","$4,890.75","$16,248.69",0, 
Faslodex,Fulvestrant,1,"$7,859,540.21","40,790","3,787",623,$192.68,"$2,075.40","$12,615.63",0,0.71%
Fayosim,L-Norgest/E.Estradiol-E.Estrad,1,"$6,303.55","2,821",31,14,$2.23,$203.34,$450.25,0,-33.90%
Fazaclo,Clozapine,1,"$4,636,140.81","280,961","3,862",312,$17.81,"$1,200.45","$14,859.43",0,-0.84%
Felbamate,Felbamate,10,"$14,327,880.82","4,834,998","24,481","2,587",$3.28,$585.27,"$5,538.42",0,-9.47%
Felbatol,Felbamate,1,"$10,329,032.81","906,276","4,198",451,$12.71,"$2,460.47","$22,902.51",0,3.79%
Feldene,Piroxicam,1,"$102,334.70","8,389",152,41,$12.09,$673.25,"$2,495.97",0,14.13%
Felodipine ER,Felodipine,11,"$20,289,651.14","31,733,280","477,644","100,900",$0.64,$42.48,$201.09,0,-4.93%
Femara,Letrozole,1,"$2,708,175.54","117,618","2,578",507,$23.03,"$1,050.49","$5,341.57",0,1.00%
Femhrt,Norethindrone Ac-Eth Estradiol,1,"$254,272.63","46,055",834,186,$5.52,$304.88,"$1,367.06",0,10.73%
Femring,Estradiol Acetate,2,"$4,444,607.05","9,966","9,905","3,223",$445.96,$448.72,"$1,379.03",0,6.39%
Femynor,Norgestimate-Ethinyl Estradiol,1,"$65,874.22","132,726","2,968",866,$0.50,$22.19,$76.07,0,87.12%
Fenofibrate,Fenofibrate,12,"$119,341,970.91","145,730,812","2,319,797","526,329",$0.84,$51.45,$226.74,0,-1.78%
Fenofibrate,Fenofibrate Nanocrystallized,12,"$123,025,974.35","109,088,626","1,945,847","413,495",$1.13,$63.22,$297.53,0,-4.25%
Fenofibrate,"Fenofibrate,Micronized",13,"$52,976,130.80","39,628,326","702,195","146,527",$1.34,$75.44,$361.55,0,-10.19%
Fenofibric Acid,Fenofibric Acid,2,"$816,954.44","429,510","7,276","1,848",$1.90,$112.28,$442.07,0,-6.24%
Fenofibric Acid,Fenofibric Acid (Choline),8,"$44,321,895.17","17,343,878","290,306","64,988",$2.55,$152.67,$682.00,0,-2.10%
Fenoglide,Fenofibrate,1,"$63,833.01","1,873",53,18,$32.57,"$1,204.40","$3,546.28",1,24.44%
Fenoprofen Calcium,Fenoprofen Calcium,2,"$1,112,655.98","395,633","4,476","1,901",$2.83,$248.58,$585.30,0,2.37%
Fentanyl,Fentanyl,9,"$193,826,152.82","20,943,430","2,090,420","275,765",$9.20,$92.72,$702.87,0,-6.73%
Fentanyl Citrate,Fentanyl Citrate,2,"$3,019,868.29","217,973","2,017",287,$13.17,"$1,497.21","$10,522.19",0,-8.20%
Fentanyl Citrate*,Fentanyl Citrate/PF,3,"$126,180.33","326,182","3,872","3,417",$1.27,$32.59,$36.93,0,9.55%
Fentora,Fentanyl Citrate,1,"$13,887,308.99","129,424","1,038",106,$103.60,"$13,378.91","$131,012.35",0,3.79%
Ferralet 90,"Iron Carb,Gl/FA/B12/C/Docusate",1,"$4,681.02","2,190",31,13,$2.14,$151.00,$360.08,0,6.57%
Ferriprox,Deferiprone,1,"$21,276,964.66","366,340","1,511",264,$59.41,"$14,081.38","$80,594.56",0,8.35%
Fetzima,Levomilnacipran HCl,1,"$31,858,722.78","2,632,288","71,866","10,472",$12.10,$443.31,"$3,042.28",0,10.32%
Fiasp,Insulin Aspart (Niacinamide),1,"$2,007,797.85","71,417","2,013",959,$28.11,$997.42,"$2,093.64",0, 
Fiasp Flextouch,Insulin Aspart (Niacinamide),1,"$5,448,962.04","147,932","6,181","2,786",$36.83,$881.57,"$1,955.84",0, 
Finacea,Azelaic Acid,2,"$13,750,350.17","2,081,406","38,344","22,357",$6.61,$358.61,$615.04,0,11.75%
Finasteride,Finasteride,15,"$109,855,921.83","394,060,440","6,322,958","1,421,037",$0.28,$17.37,$77.31,0,-2.62%
Fioricet,Butalb/Acetaminophen/Caffeine,1,"$1,052,696.95","229,762","2,372",513,$4.58,$443.80,"$2,052.04",0,4.69%
Fioricet With Codeine,Butalbit/Acetamin/Caff/Codeine,1,"$406,209.87","41,816",451,98,$9.71,$900.69,"$4,145.00",0,5.28%
Fiorinal,Butalbital/Aspirin/Caffeine,1,"$477,903.67","92,300","1,132",264,$5.18,$422.18,"$1,810.24",0,10.87%
Fiorinal With Codeine #3,Codeine/Butalbital/Asa/Caffein,1,"$1,204,665.03","109,265","1,107",127,$11.03,"$1,088.22","$9,485.55",0,11.43%
Firazyr,Icatibant Acetate,1,"$157,255,830.86","42,465","2,888",598,"$3,703.19","$54,451.46","$262,969.62",0,8.40%
Firmagon,Degarelix Acetate,1,"$1,256,735.66","2,303","2,069",429,$527.10,$607.41,"$2,929.45",0,0.33%
Flagyl,Metronidazole,1,"$78,431.35","6,118",190,142,$13.29,$412.80,$552.33,1,15.62%
Flarex,Fluorometholone Acetate,1,"$152,144.19","10,505","1,837",893,$14.48,$82.82,$170.37,0,8.42%
Flavoxate HCl,Flavoxate HCl,5,"$854,210.09","1,012,317","11,967","3,998",$0.84,$71.38,$213.66,0,2.00%
Flebogamma Dif,Imm Glob G (IgG)/Sorb/IgA 0-50,1,"$3,056,466.39","510,050",526,51,$6.42,"$5,810.77","$59,930.71",0,-4.66%
Flecainide Acetate,Flecainide Acetate,9,"$65,065,419.20","109,102,549","952,402","205,576",$0.60,$68.32,$316.50,0,1.46%
Flector,Diclofenac Epolamine,1,"$34,235,888.94","2,706,077","52,101","16,952",$12.65,$657.11,"$2,019.58",0,9.77%
Flexbumin,Albumin Human,1,"$31,443.49","27,200",41, ,$1.16,$766.91, ,0,-13.19%
Flolan,Epoprostenol Sodium (Glycine),1,"$32,079.48",720,12, ,$44.55,"$2,673.29", ,1,-10.83%
Flolipid,Simvastatin,1,"$45,474.27","26,550",131,49,$1.71,$347.13,$928.05,0, 
Flomax,Tamsulosin HCl,1,"$3,848,630.31","546,850","8,310","2,210",$7.04,$463.13,"$1,741.46",0,10.13%
Flovent Diskus,Fluticasone Propionate,1,"$42,977,605.77","12,309,567","159,642","45,616",$3.48,$269.21,$942.16,0,6.02%
Flovent HFA,Fluticasone Propionate,1,"$400,675,877.63","16,941,228","1,161,886","365,478",$23.52,$344.85,"$1,096.31",0,6.38%
Fluconazole,Fluconazole,16,"$39,410,898.92","20,765,350","2,920,756","1,642,291",$2.68,$13.49,$24.00,0,-1.24%
Fluconazole In Dextrose,"Fluconazole In Dextrose,Iso-Os",2,"$5,946.24","53,603",75,33,$0.11,$79.28,$180.19,0,17.78%
Fluconazole-NaCl,"Fluconazole In NaCl,Iso-Osm",5,"$93,423.28","1,457,640","1,831",699,$0.07,$51.02,$133.65,0,-7.26%
Flucytosine,Flucytosine,5,"$2,898,386.14","35,490",333,183,$82.06,"$8,703.86","$15,838.18",1,-14.21%
Fludarabine Phosphate,Fludarabine Phosphate,1,"$12,095.49",102,15, ,$118.58,$806.37, ,1,10.59%
Fludrocortisone Acetate,Fludrocortisone Acetate,5,"$12,477,808.80","27,072,399","480,647","104,402",$0.46,$25.96,$119.52,0,-0.32%
Flumazenil,Flumazenil,5,"$29,943.37","13,217","2,546","2,401",$2.26,$11.76,$12.47,0,4.79%
Flunisolide,Flunisolide,2,"$6,754,791.48","2,981,302","91,438","34,725",$2.27,$73.87,$194.52,0,16.27%
Fluocinolone Acetonide,Fluocinolone Acetonide,11,"$12,686,464.11","8,954,300","123,046","75,109",$1.51,$103.10,$168.91,0,-5.51%
Fluocinolone Acetonide,Fluocinolone/Shower Cap,5,"$6,439,639.51","6,274,375","48,817","28,112",$1.03,$131.91,$229.07,0,-18.72%
Fluocinolone Acetonide Oil,Fluocinolone Acetonide Oil,5,"$9,294,013.91","1,385,498","67,181","48,108",$6.71,$138.34,$193.19,0,-10.40%
Fluocinonide,Fluocinonide,18,"$112,887,295.86","56,419,225","861,473","473,318",$1.60,$131.04,$238.50,0,-10.12%
Fluocinonide-E,Fluocinonide/Emollient Base,5,"$1,544,951.96","903,466","16,841","10,134",$1.71,$91.74,$152.45,0,-2.38%
Fluoride,Fluoride (Sodium),2,"$6,874.18","63,405","1,013",285,$0.11,$6.79,$24.12,0,-20.08%
Fluoridex,Fluoride (Sodium),1,"$2,973.80","33,040",228,184,$0.09,$13.04,$16.16,0, 
Fluorometholone,Fluorometholone,1,"$27,222,609.16","2,134,255","328,054","164,580",$12.76,$82.98,$165.41,0,1.66%
Fluorouracil*,Fluorouracil,9,"$62,350,251.21","18,084,859","441,353","378,930",$3.63,$141.27,$164.54,0,-13.54%
Fluoxetine Dr,Fluoxetine HCl,1,"$1,634,001.50","55,519","7,991","1,390",$29.43,$204.48,"$1,175.54",0,6.76%
Fluoxetine HCl,Fluoxetine HCl,24,"$110,552,722.31","447,406,395","6,947,052","1,299,560",$0.27,$15.91,$85.07,0,-9.52%
Fluphenazine Decanoate,Fluphenazine Decanoate,6,"$10,506,341.87","456,359","88,648","14,939",$23.05,$118.52,$703.28,0,-7.47%
Fluphenazine HCl*,Fluphenazine HCl,7,"$42,604,625.93","16,807,337","263,125","32,701",$2.58,$161.92,"$1,302.85",0,-15.35%
Flurandrenolide,Flurandrenolide,4,"$1,913,811.73","370,025","2,649","1,766",$5.28,$722.47,"$1,083.70",0,-12.79%
Flurazepam HCl,Flurazepam HCl,2,"$774,009.06","1,237,264","32,569","7,622",$0.63,$23.77,$101.55,0,6.77%
Flurbiprofen,Flurbiprofen,2,"$897,347.37","2,024,365","26,017","10,255",$0.44,$34.49,$87.50,0,-1.68%
Flurbiprofen Sodium,Flurbiprofen Sodium,3,"$206,872.15","61,522","18,843","10,241",$3.35,$10.98,$20.20,0,31.79%
Flutamide,Flutamide,4,"$743,775.09","852,996","5,561","1,184",$0.87,$133.75,$628.19,0,1.60%
Fluticasone Propionate*,Fluticasone Propionate,12,"$172,970,946.98","255,719,946","11,872,152","4,564,544",$0.68,$14.57,$37.89,0,-2.70%
Fluticasone-Salmeterol,Fluticasone Propion/Salmeterol,1,"$7,307,800.07","80,800","64,699","22,715",$90.45,$112.95,$321.72,0,11.26%
Fluvastatin ER,Fluvastatin Sodium,3,"$6,238,493.29","1,222,806","19,285","4,553",$5.11,$323.49,"$1,370.19",0,2.22%
Fluvastatin Sodium,Fluvastatin Sodium,2,"$6,666,191.79","2,075,632","31,189","8,080",$3.21,$213.74,$825.02,0,6.99%
Fluvoxamine Maleate,Fluvoxamine Maleate,5,"$11,186,298.23","20,764,617","339,821","42,536",$0.54,$32.92,$262.98,0,5.61%
Fluvoxamine Maleate ER,Fluvoxamine Maleate,2,"$8,264,498.01","1,146,953","21,079","3,345",$7.22,$392.07,"$2,470.70",0,-0.08%
Fml,Fluorometholone,1,"$286,979.66","10,995","1,708","1,182",$26.10,$168.02,$242.79,1,13.94%
Fml Forte,Fluorometholone,1,"$1,821,684.33","61,036","9,400","5,071",$29.85,$193.80,$359.24,0,11.90%
Fml S.O.P.,Fluorometholone,1,"$190,741.20","4,424","1,239","1,105",$43.12,$153.95,$172.62,0,10.43%
Focalin,Dexmethylphenidate HCl,1,"$60,051.22","49,267",516,105,$1.20,$116.38,$571.92,0,1.58%
Focalin XR,Dexmethylphenidate HCl,1,"$985,669.38","78,922","1,960",432,$12.50,$502.89,"$2,281.64",0,7.55%
Folbee,Cyanocobalamin/Folic Ac/Vit B6,1,$764.84,"1,560",18, ,$0.49,$42.49, ,1,10.03%
Folbee Plus,Folic Acid/Vit B Complex And C,1,$405.33,660,20, ,$0.61,$20.27, ,1,4.53%
Folbic,Cyanocobalamin/Folic Ac/Vit B6,1,"$1,705.06","2,565",33,13,$0.66,$51.67,$131.16,0,25.08%
Folgard Os,Calcium/Mag/D3/B12/FA/B6/Boron,1,$746.61,"1,260",39,13,$0.59,$19.14,$57.43,0, 
Folic Acid*,Folic Acid,8,"$620,930.93","11,442,192","217,303","51,392",$0.06,$2.86,$12.08,0,5.38%
Folivane-F,"Iron Fum,Ps/Folic Acid/Vitc/B3",1,$112.71,184,16, ,$0.61,$7.04, ,1, 
Folivane-Ob,"PNV 15/Iron Fum,Ps/Folic Acid",1,"$4,385.05","6,054",130,41,$0.72,$33.73,$106.95,0,-2.66%
Folotyn,Pralatrexate,1,"$981,870.98",179,20, ,"$5,486.14","$49,093.55", ,1,12.95%
Fondaparinux Sodium,Fondaparinux Sodium,4,"$28,648,954.08","283,914","20,176","5,211",$98.57,"$1,419.95","$5,497.78",0,-11.23%
Forfivo XL,Bupropion HCl,2,"$2,724,612.81","185,423","4,896","1,251",$14.69,$556.50,"$2,177.95",0,9.18%
Fortamet,Metformin HCl,1,"$2,995,379.80","89,288","1,088",322,$33.56,"$2,753.11","$9,302.42",0,4.17%
Forteo,Teriparatide,1,"$599,576,421.55","432,082","163,241","27,906","$1,387.65","$3,672.95","$21,485.57",0,12.35%
Fortesta,Testosterone,1,"$429,956.41","64,920",628,200,$6.62,$684.64,"$2,149.78",0,2.44%
Fortical,"Calcitonin,Salmon,Synthetic",1,"$1,904.93",89,22,12,$21.45,$86.59,$158.74,1,6.24%
Fosamax,Alendronate Sodium,1,"$678,620.21","21,876","3,057",862,$31.02,$221.99,$787.26,0,2.96%
Fosamax Plus D,Alendronate Sodium/Vitamin D3,1,"$1,070,507.62","24,968","3,982","1,202",$42.88,$268.84,$890.61,0,3.45%
Fosamprenavir Calcium,Fosamprenavir Calcium,1,"$5,775,437.64","379,092","4,793",740,$15.23,"$1,204.97","$7,804.65",0,-3.19%
Fosinopril Sodium,Fosinopril Sodium,7,"$6,962,197.08","25,887,144","336,927","73,241",$0.27,$20.66,$95.06,0,15.89%
Fosinopril-Hydrochlorothiazide,Fosinopril/Hydrochlorothiazide,5,"$1,483,856.93","1,632,358","19,972","4,652",$0.91,$74.30,$318.97,0,-0.99%
Fosphenytoin Sodium,Fosphenytoin Sodium,2,"$14,886.36","4,106",54,21,$4.03,$275.67,$708.87,1, 
Fosrenol,Lanthanum Carbonate,1,"$12,474,303.34","1,031,569","7,290","2,208",$12.09,"$1,711.15","$5,649.59",0,2.64%
Fragmin,"Dalteparin Sodium,Porcine",1,"$5,475,577.40","32,853","2,041",466,$183.47,"$2,682.79","$11,750.17",0,1.00%
Freamine III,Parenteral Amino Acid 10% No.4,1,"$62,399.82","2,027,307",433,57,$0.03,$144.11,"$1,094.73",0,-14.44%
Frova,Frovatriptan Succinate,1,"$1,143,848.55","14,109",865,180,$81.07,"$1,322.37","$6,354.71",0,10.89%
Frovatriptan Succinate,Frovatriptan Succinate,3,"$4,524,950.32","123,155","8,991","2,210",$36.75,$503.28,"$2,047.49",0,-12.91%
Fulphila,PEGfilgrastim-Jmdb,1,"$185,651.79",26,43,25,"$7,032.26","$4,317.48","$7,426.07",0, 
Furosemide*,Furosemide,25,"$145,144,777.18","1,536,906,262","26,861,549","5,572,646",$0.10,$5.40,$26.05,0,1.71%
Fusilev,Levoleucovorin Calcium,1,"$41,723.86",510,30, ,$81.81,"$1,390.80", ,0,-61.21%
Fusion Plus,"Iron,Fm,Ps/Folic/B,C18/L.Casei",1,"$4,103.54","4,415",90,31,$0.93,$45.59,$132.37,0,-0.53%
Fuzeon,Enfuvirtide,1,"$4,426,427.68","72,059","1,173",159,$61.43,"$3,773.60","$27,839.17",0,0.27%
Fyavolv,Norethindrone Ac-Eth Estradiol,1,"$671,324.02","344,641","6,338","1,929",$1.95,$105.92,$348.02,0,-6.48%
Fycompa,Perampanel,1,"$32,971,637.29","1,414,352","33,399","4,276",$27.20,$987.20,"$7,710.86",0,16.41%
Gabapentin,Gabapentin,44,"$579,940,201.97","3,772,582,833","30,736,696","6,165,322",$0.15,$18.87,$94.06,0,11.03%
Gabitril,Tiagabine HCl,1,"$4,449,952.45","420,470","5,135",729,$11.20,$866.59,"$6,104.19",0,2.29%
Gablofen,Baclofen,1,"$253,909.32","5,860",190,85,$42.82,"$1,336.36","$2,987.17",0,3.06%
Galafold,Migalastat HCl,1,"$1,324,671.37",742,53,19,"$1,785.27","$24,993.80","$69,719.55",0, 
Galantamine ER,Galantamine HBr,6,"$17,956,681.54","6,343,751","151,347","24,818",$2.83,$118.65,$723.53,0,-1.58%
Galantamine HBr,Galantamine HBr,12,"$9,903,630.02","6,979,879","107,310","17,453",$1.42,$92.29,$567.45,0,-10.26%
Galantamine Hydrobromide,Galantamine HBr,1,"$313,845.26","117,830",925,201,$2.66,$339.29,"$1,561.42",0,-0.72%
Gamastan,Immune Globul G (IgG)/Glycine,1,"$56,229.77","1,308",181,96,$42.99,$310.66,$585.73,0, 
Gamastan S-D,Immune Globul G (IgG)/Glycine,1,"$232,336.40","5,302",790,141,$43.82,$294.10,"$1,647.78",0,6.89%
Gammagard Liquid,Immun Glob G(IgG)/Gly/IgA Ov50,1,"$350,677,510.99","26,271,181","37,528","3,804",$13.35,"$9,344.42","$92,186.52",0,2.04%
Gammagard S-D,Immun Glob G/Gly/Gluc/IgA 0-50,1,"$6,269,988.70","5,656",699,77,"$1,069.48","$8,969.94","$81,428.42",1,63.62%
Gammaked,Immune Globul G/Gly/IgA Avg 46,1,"$51,315,688.67","3,962,890","5,042",795,$12.95,"$10,177.65","$64,548.04",0,2.98%
Gammaplex,Immun Glob G(IgG)/Gly/IgA 0-50,1,"$58,880,153.30","3,707,411","5,016",841,$15.88,"$11,738.47","$70,012.07",0,3.77%
Gammaplex,Immun Glob G/Sorb/Gly/IgA 0-50,1,"$11,512,666.23","1,508,600","1,335",242,$7.63,"$8,623.72","$47,573.00",0,4.35%
Gamunex-C,Immune Globul G/Gly/IgA Avg 46,1,"$285,491,000.98","26,289,578","38,250","3,642",$10.84,"$7,463.82","$78,388.52",0,2.23%
Ganciclovir Sodium,Ganciclovir Sodium,2,"$110,984.94","28,884",238,55,$3.91,$466.32,"$2,017.91",0,36.00%
Gardasil,"Human Papilomvirus Vac,Qval/PF",1,"$8,549.55",22,35,33,$393.42,$244.27,$259.08,1,15.14%
Gardasil 9,HPv Vaccine 9-Valent/PF,1,"$185,480.48",441,771,537,$421.07,$240.57,$345.40,0,3.33%
Gastrocrom,Cromolyn Sodium,1,"$419,273.43","212,840",168,36,$1.97,"$2,495.68","$11,646.48",0,5.69%
Gatifloxacin,Gatifloxacin,4,"$9,470,378.44","305,577","107,046","71,565",$30.99,$88.47,$132.33,0,4.72%
Gattex,Teduglutide,1,"$240,893,428.07","6,243","5,661",879,"$38,586.16","$42,553.16","$274,053.96",0,9.21%
Gauze Bandage,Gauze Bandage,2,$713.87,"4,900",135,94,$0.14,$5.29,$7.59,0,15.72%
Gauze Pad,Gauze Bandage,1,$239.99,"1,539",55,49,$0.16,$4.36,$4.90,0,9.11%
Gauze Pads,Gauze Bandage,3,"$3,467.50","21,918",543,410,$0.17,$6.39,$8.46,0,13.17%
Gavilyte-C,"PEG3350/Sod Sulf,Bicarb,Cl/KCl",1,"$3,614,743.11","660,294,058","161,986","154,423",$0.01,$22.32,$23.41,0,46.81%
Gavilyte-G,"PEG3350/Sod Sulf,Bicarb,Cl/KCl",1,"$6,294,650.17","1,912,090,430","469,676","444,787",$0.00,$13.40,$14.15,0,0.33%
Gavilyte-N,Sodium Chloride/NaHCO3/KCl/PEG,1,"$3,855,188.69","907,603,950","224,449","216,399",$0.00,$17.18,$17.82,0,2.16%
Gazyva,Obinutuzumab,1,"$1,304,424.14","8,160",136,40,$159.86,"$9,591.35","$32,610.60",0,5.22%
Gelnique,Oxybutynin Chloride,2,"$2,601,974.54","211,180","4,400","1,136",$12.33,$591.36,"$2,290.47",0,10.44%
Gemcitabine HCl,Gemcitabine HCl,12,"$515,886.20","22,558","1,547",397,$95.63,$333.48,"$1,299.46",1,-35.69%
Gemfibrozil,Gemfibrozil,15,"$27,235,356.54","142,279,102","1,369,031","313,092",$0.19,$19.89,$86.99,0,6.84%
